"","mouse_uni","shared_gene","human_uni"
"10021","Q80U87","USP8","P40818"
"10022","Q9D030","TWIST2","Q8WVJ9"
"10023","Q7TN22","TXNDC16","Q9P2K2"
"10024","Q9Z1K8","SLC7A7","Q9UM01"
"10025","Q3UPF5","ZC3HAV1","Q7Z2W4"
"10026","Q9ESC7","YPEL1","O60688"
"10027","Q6PGE4","ZNF316","A6NFI3"
"10028","Q8R121","SERPINA10","Q9UK55"
"10029","Q62005","ZP1","P60852"
"10030","Q6NZN1","PPRC1","Q5VV67"
"10031","P46471","PSMC2","P35998"
"10032","Q99PV0","PRPF8","Q6P2Q9"
"10033","Q14B62","PTCHD1","Q96NR3"
"10034","P49446","PTPRE","P23469"
"10035","Q91WF0","TAFAZZIN","Q16635"
"10036","Q3UR70","TGFBRAP1","Q8WUH2"
"10037","Q3URQ0","TEX10","Q9NXF1"
"10038","Q60707","TBX2","Q13207"
"10039","B1AZI6","THOC2","Q8NI27"
"10040","Q8K1J6","TRNT1","Q96Q11"
"10041","Q9D2E1","TSSK3","Q96PN8"
"10042","Q8C2S0","USP44","Q9H0E7"
"10043","P56399","USP5","P45974"
"10044","O54819","TFPI","P10646"
"10045","Q6PAM1","TXLNA","P40222"
"10046","Q91XB7","YIF1A","O95070"
"10047","Q9EQQ2","YIPF5","Q969M3"
"10048","Q3U5F4","YRDC","Q86U90"
"10049","Q9WUK6","ZBTB18","Q99592"
"10050","Q6ZPZ3","ZC3H4","Q9UPT8"
"10051","Q9D6J3","YJU2","Q9BW85"
"10052","P15806","TCF3","P15923"
"10053","Q9JMH6","TXNRD1","Q16881"
"10054","Q8VBW6","NAE1","Q13564"
"10055","A4Q9F3","TTLL10","Q6ZVT0"
"10056","O08759","UBE3A","Q05086"
"10057","Q3V3E1","UBASH3A","P57075"
"10058","Q4KUS1","WFDC8","Q8IUA0"
"10059","D3YYM4","WDR72","Q3MJ13"
"10060","Q80VW5","WHRN","Q9P202"
"10061","Q8C0F9","PRSS35","Q8N3Z0"
"10062","A2A8L5","PTPRF","P10586"
"10063","P61290","PSME3","P61289"
"10064","P70303","CTPS2","Q9NRF8"
"10065","Q5SSZ5","TNS3","Q68CZ2"
"10066","P80317","CCT6A","P40227"
"10067","Q8BGW0","THEMIS","Q8N1K5"
"10068","Q99MD6","TXNRD3","Q86VQ6"
"10069","B1AQJ2","USP36","Q9P275"
"10070","Q8BGW8","VGLL2","Q8N8G2"
"10071","Q9D9B7","PRR30","Q53SZ7"
"10072","P54775","PSMC4","P43686"
"10073","Q8C2E4","PTCD1","O75127"
"10074","Q62035","PTAFR","P25105"
"10075","Q91V95","PTH2R","P49190"
"10076","P58389","PTPA","Q15257"
"10077","Q5DTZ6","RNF150","Q9ULK6"
"10078","Q80WS1","RIMKLB","Q9ULI2"
"10079","P49312","HNRNPA1","P09651"
"10080","E9QAU8","RNF165","Q6ZSG1"
"10081","Q9Z2B3","RGR","P47804"
"10082","Q9EPC5","RBP7","Q96R05"
"10083","Q9QUT0","RHAG","Q02094"
"10084","Q9CTN4","RHOBTB3","O94955"
"10085","Q8BZ36","RINT1","Q6NUQ1"
"10086","Q9QZL6","USP21","Q9UK80"
"10087","O54864","SUV39H1","O43463"
"10088","Q3UFJ6","TMEM184A","Q6ZMB5"
"10089","Q7TQA6","TAS2R38","P59533"
"10090","A2A9C3","SZT2","Q5T011"
"10091","Q9CXA2","L3HYPDH","Q96EM0"
"10092","Q8BTG3","TCP11L1","Q9NUJ3"
"10093","Q8C817","TMEM200A","Q86VY9"
"10094","Q91WN2","TMEM150A","Q86TG1"
"10095","O35144","TERF2","Q15554"
"10096","O08710","TG","P01266"
"10097","Q9D9U4","TEX22","C9J3V5"
"10098","Q9DA77","TEX29","Q8N6K0"
"10099","Q8R5K2","USP33","Q8TEY7"
"10100","A4Q9F1","TTLL8","A6PVC2"
"10101","Q3TNA1","XYLB","O75191"
"10102","Q8BKK5","ZNF689","C0HLU2"
"10103","Q8BKK5","ZNF689","Q96CS4"
"10104","Q7TPB0","PLPPR3","Q6T4P5"
"10105","Q8VCI0","PLBD1","Q6P4A8"
"10106","O08586","PTEN","P60484"
"10107","Q60673","PTPRN","Q16849"
"10108","Q8K459","PXT1","Q8NFP0"
"10109","Q8BQP8","RAB11FIP4","Q86YS3"
"10110","Q80TR4","SLIT1","O75093"
"10111","Q8BGQ7","AARS1","P49588"
"10112","Q8BFT9","SVOP","Q8N4V2"
"10113","P97343","UHMK1","Q8TAS1"
"10114","Q99PL6","UBXN6","Q9BZV1"
"10115","Q9QZ49","UBXN8","O00124"
"10116","Q8R086","SUOX","P51687"
"10117","P63166","SUMO1","P63165"
"10118","Q9Z172","SUMO3","P55854"
"10119","Q9EPQ8","TCF20","Q9UGU0"
"10120","P80313","CCT7","Q99832"
"10121","Q66JT1","LRRC8E","Q6NSJ5"
"10122","Q6P8U6","PNLIP","P16233"
"10123","Q8BGR2","LRRC8D","Q7L1W4"
"10124","Q8R502","LRRC8C","Q8TDW0"
"10125","A2A5N8","L3MBTL1","Q9Y468"
"10126","Q9D1E5","LMBR1L","Q6UX01"
"10127","Q5PSV9","MDC1","Q14676"
"10128","O35701","MATN3","O15232"
"10129","P18337","SELL","P14151"
"10130","Q01102","SELP","P16109"
"10131","P49717","MCM4","P33991"
"10132","Q8C181","MBNL2","Q5VZF2"
"10133","Q8K2J0","PLCD3","Q8N3E9"
"10134","Q6R3M4","POLI","Q9UNA4"
"10135","P49722","PSMA2","P25787"
"10136","B9EKR1","PTPRZ1","P23471"
"10137","Q9EST4","PSMG2","Q969U7"
"10138","Q9CXK4","SLC50A1","Q9BRV3"
"10139","Q64729","TGFBR1","P36897"
"10140","P42932","CCT8","P50990"
"10141","Q62314","TGOLN2","O43493"
"10142","G3UW99","TEX54","A0A1B0GVG6"
"10143","A2AQ07","TUBB1","Q9H4B7"
"10144","Q6NVE9","PPTC7","Q8NI37"
"10145","Q64737","GART","P22102"
"10146","Q9CX56","PSMD8","P48556"
"10147","Q9D0P7","PSRC1","Q6PGN9"
"10148","Q9Z1X2","PTDSS2","Q9BVG9"
"10149","Q99KK9","HARS2","P49590"
"10150","Q80U70","SUZ12","Q15022"
"10151","Q8C176","TAF2","Q6P1X5"
"10152","P97358","TAF1B","Q53T94"
"10153","Q14AT2","TEX11","Q8IYF3"
"10154","Q9ES63","USP29","Q9HBJ7"
"10155","Q5I043","USP28","Q96RU2"
"10156","Q9WUD6","WNT8B","Q93098"
"10157","Q3TXZ1","ZNF575","Q86XF7"
"10158","Q8C7R4","UBA6","A0AVT1"
"10159","Q62392","PHLDA1","Q8WV24"
"10160","Q8C1C8","PNMA1","Q8ND90"
"10161","F2YMG0","PRSS56","P0CW18"
"10162","Q3UKY7","PRSS38","A1L453"
"10163","Q64512","PTPN13","Q12923"
"10164","O35595","PTCH2","Q9Y6C5"
"10165","Q64302","TM4SF1","P30408"
"10166","Q8BHL3","TBC1D10B","Q4KMP7"
"10167","Q9D0C4","TRMT5","Q32P41"
"10168","Q9CQ37","UBE2T","Q9NPD8"
"10169","Q9DB38","ZNF580","Q9UK33"
"10170","Q9D2Q2","TRMT44","Q8IYL2"
"10171","P25976","UBTF","P17480"
"10172","O08934","UNCX","A6NJT0"
"10173","O70475","UGDH","O60701"
"10174","Q9Z2M6","UBL3","O95164"
"10175","F6W8I0","YJEFN3","A6XGL0"
"10176","A2A5E6","ZNF385C","Q66K41"
"10177","Q8VD24","ZCCHC18","P0CG32"
"10178","Q1WG82","ZGLP1","P0C6A0"
"10179","Q9QY66","ZNHIT2","Q9UHR6"
"10180","Q2HJ10","SLC30A2","Q9BRI3"
"10181","Q61467","ZIC4","Q8N9L1"
"10182","Q9D115","ZNF706","Q9Y5V0"
"10183","Q922H9","ZNF330","Q9Y3S2"
"10184","P37242","THRB","P10828"
"10185","P11983","TCP1","P17987"
"10186","Q9WTW4","TFEC","O14948"
"10187","Q9JJH7","TRPM5","Q9NZQ8"
"10188","P47750","TSHR","P16473"
"10189","Q8BGE7","TRIM6","Q9C030"
"10190","Q9CWH5","TRMT11","Q7Z4G4"
"10191","P20065","TMSB4X","P62328"
"10192","Q80TP3","UBR5","O95071"
"10193","P97931","UNG","P13051"
"10194","Q6P3Z3","THAP4","Q8WY91"
"10195","P29812","DCT","P40126"
"10196","P13439","UMPS","P11172"
"10197","Q5U5Q9","UIMC1","Q96RL1"
"10198","Q91YD4","TRPM2","O94759"
"10199","Q9D132","UPK1A","O00322"
"10200","P38575","UPK2","O00526"
"10201","Q4VBE8","WDR18","Q9BV38"
"10202","A2ARP1","PPIP5K1","Q6PFW1"
"10203","Q6ZQB6","PPIP5K2","O43314"
"10204","Q9D5R2","WDR20","Q8TBZ3"
"10205","P0C7L0","WIPF3","A6NGB9"
"10206","Q99KC8","VWA5A","O00534"
"10207","Q8BG31","VXN","Q8TAG6"
"10208","P21952","POU3F1","Q03052"
"10209","P31361","POU3F3","P20264"
"10210","Q9R1P3","PSMB2","P49721"
"10211","P05213","TUBA1B","P68363"
"10212","Q9CQV1","PAM16","Q9Y3D7"
"10213","P21958","TAP1","Q03518"
"10214","Q8C428","TMC7","Q7Z402"
"10215","O88856","TPST2","O60704"
"10216","Q9JLL3","TNFRSF19","Q9NS68"
"10217","A2APB8","TPX2","Q9ULW0"
"10218","P47741","TNFRSF4","P43489"
"10219","Q61471","TOB1","P50616"
"10220","Q9D850","TMEM68","Q96MH6"
"10221","Q99MU1","TPRA1","Q86W33"
"10222","J3QMY9","TOP6BL","Q8N6T0"
"10223","F6ZDS4","TPR","P12270"
"10224","Q921T2","TOR1AIP1","Q5JTV8"
"10225","Q9EPL0","XYLT2","Q9H1B5"
"10226","Q8BH58","TIPRL","O75663"
"10227","Q9CQA1","TRAPPC5","Q8IUR0"
"10228","Q3U0M1","TRAPPC9","Q96Q05"
"10229","Q9ER04","TMPRSS5","Q9H3S3"
"10230","Q3UWZ0","TRIM75","A6NK02"
"10231","Q9QUL7","TPSG1","Q9NRR2"
"10232","Q80VC6","TRNAU1AP","Q9NX07"
"10233","P10639","TXN","P10599"
"10234","P97499","TEP1","Q99973"
"10235","Q9CQU0","TXNDC12","O95881"
"10236","Q9JJZ4","UBE2J1","Q9Y385"
"10237","Q8BXJ8","ZNF385B","Q569K4"
"10238","Q9D534","ZC2HC1B","Q5TFG8"
"10239","Q571J5","ZNF354C","Q86Y25"
"10240","Q68FE8","ZNF280D","Q6N043"
"10241","Q9D270","ZDHHC21","Q8IVQ6"
"10242","P10755","ZFP14","Q9HCL3"
"10243","P41317","MBL2","P11226"
"10244","Q9Z2D6","MECP2","P51608"
"10245","Q8CBH5","MFSD6","Q6ZSS7"
"10246","P28825","MEP1A","Q16819"
"10247","Q8VEA4","CHCHD4","Q8N4Q1"
"10248","Q6A000","KIAA0753","Q2KHM9"
"10249","Q8BMD7","MORC4","Q8TE76"
"10250","Q9R0Q9","MPDU1","O75352"
"10251","Q5FW52","MLIP","Q5VWP3"
"10252","Q8R3Q6","MIX23","Q4VC31"
"10253","P51180","MIP","P30301"
"10254","Q9WTU6","MAPK9","P45984"
"10255","Q9Z2C5","MTM1","Q13496"
"10256","Q9DAT5","TRMU","O75648"
"10257","P11725","OTC","P00480"
"10258","Q8C160","MSLNL","Q96KJ4"
"10259","E9Q236","ABCC4","O15439"
"10260","Q9R1S7","ABCC6","O95255"
"10261","Q9DAT2","MRGBP","Q9NV56"
"10262","Q99MB2","MTFR1","Q15390"
"10263","P30558","F2R","P25116"
"10264","Q3UIZ8","MYLK3","Q32MK0"
"10265","P05622","PDGFRB","P09619"
"10266","Q9R0A0","PEX14","O75381"
"10267","P28654","DCN","P07585"
"10268","Q91WB2","PLPP7","Q8NBV4"
"10269","Q0VBB0","PRELID2","Q8N945"
"10270","P99029","PRDX5","P30044"
"10271","P60605","UBE2G2","P60604"
"10272","Q99ML0","ZMYND10","O75800"
"10273","O88291","ZNF326","Q5BKZ1"
"10274","Q810A1","ZNF18","P17022"
"10275","Q8C0R7","ZMYND15","Q9H091"
"10276","P11344","TYR","P14679"
"10277","P24529","TH","P07101"
"10278","P62254","UBE2G1","P62253"
"10279","Q9D384","SNRNP35","Q16560"
"10280","P20152","VIM","P08670"
"10281","P41588","VIPR2","P41587"
"10282","Q9Z1G4","ATP6V0A1","Q93050"
"10283","Q6DFV8","VWDE","Q8N2E2"
"10284","O88384","VTI1B","Q9UEU0"
"10285","Q8R090","SLC18A1","P54219"
"10286","P62761","VSNL1","P62760"
"10287","Q8BGW2","WBP1L","Q9NX94"
"10288","P28047","WNT7B","P56706"
"10289","P10078","ZFP28","Q8NHY6"
"10290","Q8BQQ1","ZDHHC14","Q8IZN3"
"10291","Q8VDM1","ZGPAT","Q8N5A5"
"10292","Q9JIM5","YIPF7","Q8N8F6"
"10293","Q68FG0","ZC4H2","Q9NQZ6"
"10294","Q8K0C5","ZG16","O60844"
"10295","Q8C827","ZFP62","Q8NB50"
"10296","Q8BIQ3","ZNF2","Q9BSG1"
"10297","Q8VE47","UBA5","Q9GZZ9"
"10298","Q8BJQ2","USP1","O94782"
"10299","Q91Z49","FYTTD1","Q96QD9"
"10300","Q9CWU6","UQCC1","Q9NVA1"
"10301","O70480","VAMP4","O75379"
"10302","Q8K2T4","UQCC3","Q6UW78"
"10303","P63044","VAMP2","P63027"
"10304","Q00731","VEGFA","P15692"
"10305","Q80W47","WIPI2","Q9Y4P8"
"10306","Q9EPK5","WWTR1","Q9GZV5"
"10307","Q9CR11","YEATS4","O95619"
"10308","Q8C407","YIPF4","Q9BSR8"
"10309","B2RRE4","ZNF518B","Q9C0D4"
"10310","P17141","ZFP37","Q9Y6Q3"
"10311","Q8R5C8","ZMYND11","Q15326"
"10312","Q99LI5","ZNF281","Q9Y2X9"
"10313","Q8BI99","ZNF879","B4DU55"
"10314","Q9D8P7","GTF3C6","Q969F1"
"10315","Q3UTY6","THSD4","Q6ZMP0"
"10316","P80318","CCT3","P49368"
"10317","P19221","F2","P00734"
"10318","Q922F4","TUBB6","Q9BUF5"
"10319","Q9JLC6","TEF","Q10587"
"10320","Q8R1G1","TASP1","Q9H6P5"
"10321","G5E8A8","TEKT5","Q96M29"
"10322","Q9D710","TMX2","Q9Y320"
"10323","Q8VCN9","TBCC","Q15814"
"10324","P70210","TEAD3","Q99594"
"10325","Q3UHK6","TENM4","Q6N022"
"10326","Q8R2M0","TCEANC2","Q96MN5"
"10327","P35917","FLT4","P35916"
"10328","Q497K7","TMEM247","A6NEH6"
"10329","Q9DAM7","TMEM263","Q8WUH6"
"10330","A0A2R8VHF7","TMEM249","Q2WGJ8"
"10331","P58774","TPM2","P07951"
"10332","P61166","TMEM258","P61165"
"10333","P25118","TNFRSF1A","P19438"
"10334","Q9CYB0","TRIM13","O60858"
"10335","B1AWJ5","TMEM8B","A6NDV4"
"10336","Q62283","TSPAN7","P41732"
"10337","Q8CA03","SLC46A2","Q9BY10"
"10338","Q9D8T4","TVP23B","Q9NYZ1"
"10339","P63147","UBE2B","P63146"
"10340","A4Q9E4","TTLL2","Q9BWV7"
"10341","Q63886","UGT1A1","P22309"
"10342","Q8K1S3","UNC5B","Q8IZJ1"
"10343","Q8BGV4","TTI2","Q6NXR4"
"10344","P56695","WFS1","O76024"
"10345","Q3UW41","WFDC9","Q8NEX5"
"10346","Q8CI71","VPS50","Q96JG6"
"10347","Q9R0M1","XCR1","P46094"
"10348","Q8BJH1","ZC2HC1A","Q96GY0"
"10349","Q8VD12","ZNF385A","Q96PM9"
"10350","P59268","ZDHHC9","Q9Y397"
"10351","Q64318","ZEB1","P37275"
"10352","O88968","TCN2","P20062"
"10353","Q9R099","TBL2","Q9Y4P3"
"10354","Q64092","TFE3","P19532"
"10355","O88393","TGFBR3","Q03167"
"10356","Q66JT5","TPGS2","Q68CL5"
"10357","Q8BX35","EDA2R","Q9HAV5"
"10358","Q8R4P4","TMC2","Q8TDI7"
"10359","P62073","TIMM10","P62072"
"10360","Q922G7","TEKT2","Q9UIF3"
"10361","P86448","TRIM43B","A6NCK2"
"10362","A2ACG1","TLDC2","A0PJX2"
"10363","P39429","TRAF2","Q12933"
"10364","P21107","TPM3","P06753"
"10365","Q69ZB3","TSPYL5","Q86VY4"
"10366","O54885","TYROBP","O43914"
"10367","B1AY13","USP24","Q9UPU5"
"10368","P0CG49","UBB","P0CG47"
"10369","P68037","UBE2L3","P68036"
"10370","Q8BL48","UNK","Q9C0B0"
"10371","Q3UDP0","WDR41","Q9HAD4"
"10372","Q8BWQ6","VPS35L","Q7Z3J2"
"10373","P46467","VPS4B","O75351"
"10374","O70373","XIRP1","Q702N8"
"10375","Q8VDD8","WASHC1","A8K0Z3"
"10376","P22561","WT1","P19544"
"10377","D2EAC2","ZBED6","P86452"
"10378","Q61751","ZNF354A","O60765"
"10379","Q8BKW4","ZCCHC4","Q9H5U6"
"10380","Q64726","AZGP1","P25311"
"10381","Q8C1M2","ZNF428","Q96B54"
"10382","P53811","PITPNB","P48739"
"10383","Q02257","JUP","P14923"
"10384","Q8BXA7","PHLPP2","Q6ZVD8"
"10385","Q8BLR5","PSD4","Q8NDX1"
"10386","O08709","PRDX6","P30041"
"10387","Q9QUQ5","TRPC4","Q9UBN4"
"10388","P61079","UBE2D3","P61077"
"10389","Q8CFI2","CDC34","P49427"
"10390","Q3SYK4","VRTN","Q9H8Y1"
"10391","Q8CCB4","VPS53","Q5VIR6"
"10392","Q9ERF3","WDR61","Q9GZS3"
"10393","P48615","WNT11","O96014"
"10394","Q61967","ZFP90","Q8TF47"
"10395","Q8VDZ4","ZDHHC5","Q9C0B5"
"10396","Q8R151","ZNFX1","Q9P2E3"
"10397","Q9JMD0","ZNF207","O43670"
"10398","Q6PD05","ZNF821","O75541"
"10399","Q80W31","ZNF569","Q5MCW4"
"10400","Q3TXX3","ZFYVE27","Q5T4F4"
"10401","P15975","USP53","Q70EK8"
"10402","Q8BGG7","UBASH3B","Q8TF42"
"10403","Q6WKZ8","UBR2","Q8IWV8"
"10404","D3YX43","VSIG10","Q8N0Z9"
"10405","Q9JHB4","WDR31","Q8NA23"
"10406","O88342","WDR1","O75083"
"10407","Q8K1X1","WDR11","Q9BZH6"
"10408","Q78T54","VMA21","Q3ZAQ7"
"10409","Q3UVL4","VPS51","Q9UID3"
"10410","Q8BZZ3","WWP1","Q9H0M0"
"10411","Q8CHS8","VPS37A","Q8NEZ2"
"10412","Q9EPK7","XPO7","Q9UIA9"
"10413","Q5GH64","XKR7","Q5GH72"
"10414","Q9CRC0","VKORC1","Q9BQB6"
"10415","Q91VM3","WDR45","Q9Y484"
"10416","Q6ZPJ0","TEX2","Q8IWB9"
"10417","O70306","TBX15","Q96SF7"
"10418","P80314","CCT2","P78371"
"10419","P62340","TBPL1","P62380"
"10420","Q99KW3","TRIOBP","Q9H2D6"
"10421","Q9D9D3","TBC1D21","Q8IYX1"
"10422","Q3UYK3","TBC1D9","Q6ZT07"
"10423","P61407","TDRD6","O60522"
"10424","Q8VBT0","TMX1","Q9H3N1"
"10425","A7E1Z1","TMEM215","Q68D42"
"10426","Q8R2N0","CCDC59","Q9P031"
"10427","Q8R1E7","TMEM234","Q8WY98"
"10428","Q8K093","TRHDE","Q9UKU6"
"10429","Q91VX9","TMEM168","Q9H0V1"
"10430","Q8CGF7","TCERG1","O14776"
"10431","Q8VDR5","TMEM267","Q0VDI3"
"10432","D3Z338","TMEM262","E9PQX1"
"10433","Q9JJZ2","TUBA8","Q9NY65"
"10434","Q0VBF2","TMEM52B","Q4KMG9"
"10435","Q9D8N3","TMEM86A","Q8N2M4"
"10436","Q3TBL6","TNFAIP8L3","Q5GJ75"
"10437","P13412","TNNI2","P48788"
"10438","Q497J1","TMEM86B","Q8N661"
"10439","P40142","TKT","P29401"
"10440","Q8VD31","TAPBPL","Q9BX59"
"10441","Q9EP52","TWSG1","Q9GZX9"
"10442","Q91W82","UBE2E2","Q96LR5"
"10443","Q6P4T2","SNRNP200","O75643"
"10444","Q9DBR1","XRN2","Q9H0D6"
"10445","Q99LH4","ZNF672","Q499Z4"
"10446","Q8C0P7","ZNF451","Q9Y4E5"
"10447","Q14BV6","YDJC","A8MPS7"
"10448","Q8R173","ZDHHC3","Q9NYG2"
"10449","Q8R0N9","ZDHHC1","Q8WTX9"
"10450","A2A884","HIVEP3","Q5T1R4"
"10451","Q8BJM5","SLC30A6","Q6NXT4"
"10452","Q3UHH1","ZSWIM8","A7E2V4"
"10453","P0CL69","ZNF703","Q9H7S9"
"10454","Q0VEE6","ZNF800","Q2TB10"
"10455","Q505G8","ZNF827","Q17R98"
"10456","Q3U3I9","ZNF865","P0CJ78"
"10457","B2RU40","PRRT4","C9JH25"
"10458","Q8CHE4","PHLPP1","O60346"
"10459","Q9JJV2","PFN2","P35080"
"10460","A2AVJ5","PRR5L","Q6MZQ0"
"10461","Q99KP6","PRPF19","Q9UMS4"
"10462","Q8BKS9","PUM3","Q15397"
"10463","Q8R2Y8","PTRH2","Q9Y3E5"
"10464","E9Q612","PTPRO","Q16827"
"10465","Q99JI6","RAP1B","P61224"
"10466","Q64701","RBL1","P28749"
"10467","Q8VH51","RBM39","Q14498"
"10468","Q99M28","RNPS1","Q15287"
"10469","Q6PFX8","RIMKLA","Q8IXN7"
"10470","Q9QZB0","RGS17","Q9UGC6"
"10471","Q811M1","ARHGAP15","Q53QZ3"
"10472","Q9CYZ6","REX1BD","Q96EN9"
"10473","Q8R2S1","RPS6KL1","Q9Y6S9"
"10474","Q9CXJ1","EARS2","Q5JPH6"
"10475","Q9CSP9","TTC14","Q96N46"
"10476","Q9ER72","CARS1","P49589"
"10477","A0A0M3U1B0","SYCP2L","Q5T4T6"
"10478","Q8BHS8","SYBU","Q9NX95"
"10479","P70279","SURF6","O75683"
"10480","Q9D494","TERB2","Q8NHR7"
"10481","Q7M6U3","TEX14","Q8IWB6"
"10482","O08583","ALYREF","Q86V81"
"10483","Q8BZ64","TCTN1","Q2MV58"
"10484","Q5GH62","XKR9","Q5GH70"
"10485","Q9WTS5","TENM2","Q9NT68"
"10486","P62075","TIMM13","Q9Y5L4"
"10487","Q99MS8","TPGS1","Q6ZTW0"
"10488","Q9EPQ1","TLR1","Q15399"
"10489","Q9QZ06","TOLLIP","Q9H0E2"
"10490","O88472","TNFRSF17","Q02223"
"10491","Q3TB48","TMEM104","Q8NE00"
"10492","Q8BQU7","TMEM74","Q96NL1"
"10493","Q99JY4","TRABD","Q9H4I3"
"10494","Q9D7S1","TMEM54","Q969K7"
"10495","Q9D735","TRIR","Q9BQ61"
"10496","Q9CQM5","TXNDC17","Q9BRA2"
"10497","Q9DAA4","PRSS37","A4D1T9"
"10498","P17742","PPIA","P62937"
"10499","Q9D5V6","SYAP1","Q96A49"
"10500","Q91ZZ3","SNCB","Q16143"
"10501","Q5SS91","SUN3","Q8TAQ9"
"10502","P17125","TGFB3","P10600"
"10503","Q3U1J1","TFPT","P0C1Z6"
"10504","Q8CFU8","TP53INP2","Q8IXH6"
"10505","Q9JHJ7","PRSS21","Q9Y6M0"
"10506","Q7TQA7","TAS2R3","Q9NYW6"
"10507","Q810F8","TBX10","O75333"
"10508","Q3TL26","TFB2M","Q9H5Q4"
"10509","Q925H1","TRPS1","Q9UHF7"
"10510","Q8VD63","TSPYL4","Q9UJ04"
"10511","Q3UE37","UBE2Z","Q9H832"
"10512","Q4G0F8","UBN1","Q9NPG3"
"10513","Q5DQQ6","WFDC13","Q8IUB5"
"10514","P59328","WDHD1","O75717"
"10515","Q80TY5","VPS13B","Q7Z7G8"
"10516","Q9QZ88","VPS29","Q9UBQ0"
"10517","Q64267","XPA","P23025"
"10518","Q9ERK4","CSE1L","P55060"
"10519","Q9Z1L4","RS1","O15537"
"10520","Q6P9Y7","ZFP82","Q8N141"
"10521","Q8BFR6","ZFAND1","Q8TCF1"
"10522","Q3UHF7","HIVEP2","P31629"
"10523","A2ANX9","ZNF711","Q9Y462"
"10524","Q8JZL0","ZNF467","Q7Z7K2"
"10525","Q00417","TCF7","P36402"
"10526","Q9QXE7","TBL1X","O60907"
"10527","P24604","TEC","P42680"
"10528","Q6PFE7","TMEFF1","Q8IYR6"
"10529","Q99PM3","GTF2A1","P52655"
"10530","Q8R0A5","TCEAL3","Q969E4"
"10531","Q921P9","TCEAL1","Q15170"
"10532","Q9CY27","TECR","Q9NZ01"
"10533","Q9DBA9","GTF2H1","P32780"
"10534","P10711","TCEA1","P23193"
"10535","Q640P7","TBCCD1","Q9NVR7"
"10536","Q8R138","TMEM119","Q4V9L6"
"10537","Q9JIB4","GTF2H2","Q13888"
"10538","O70548","TCAP","O15273"
"10539","Q9WU72","TNFSF13B","Q9Y275"
"10540","Q3UQ41","TMPRSS11A","Q6ZMR5"
"10541","Q8K003","TMA7","Q9Y2S6"
"10542","Q99MB1","TLR3","O15455"
"10543","Q61382","TRAF4","Q9BUZ4"
"10544","Q62158","TRIM27","P14373"
"10545","Q6PFY8","TRIM45","Q9H8W5"
"10546","Q9D3H0","TMEM80","Q96HE8"
"10547","Q8C581","TMEM91","Q6ZNR0"
"10548","Q149F5","TMEM71","Q6P5X7"
"10549","Q9EPK8","TRPV4","Q9HBA0"
"10550","Q571B6","WHAMM","Q8TF30"
"10551","Q62468","VIL1","P09327"
"10552","Q8C754","VPS52","Q8N1B4"
"10553","P40336","VPS26A","O75436"
"10554","Q3TXX4","SLC17A7","Q9P2U7"
"10555","Q9WTR6","SLC7A11","Q9UPY5"
"10556","A2A5K6","ZNF335","Q9H4Z2"
"10557","Q8K387","USP45","Q70EL2"
"10558","O54927","WSB1","Q9Y6I7"
"10559","P22726","WNT5B","Q9H1J7"
"10560","P59267","ZDHHC2","Q9UIJ5"
"10561","Q3UYG8","MACROD2","A1Z1Q3"
"10562","Q9DCL4","METTL15","A6NJ78"
"10563","Q64327","MEA1","Q16626"
"10564","A2ABV5","MED14","O60244"
"10565","Q5SUV5","MYLK4","Q86YV6"
"10566","Q8VE28","NKD2","Q969F2"
"10567","P43021","NODAL","Q96S42"
"10568","Q8R3N1","NOP14","P78316"
"10569","O35710","NOCT","Q9UK39"
"10570","Q3TZX8","NOL9","Q5SY16"
"10571","Q9JL89","NINJ2","Q9NZG7"
"10572","Q9DA75","MFSD2A","Q8NA29"
"10573","P54729","NUB1","Q9Y5A7"
"10574","Q8VCC1","HPGD","P15428"
"10575","Q61361","BCAN","Q96GW7"
"10576","P26618","PDGFRA","P16234"
"10577","Q3V0K9","PLS1","Q14651"
"10578","P61458","PCBD1","P61457"
"10579","Q9Z0T6","PKDREJ","Q9NTG1"
"10580","Q80W71","PLEKHA8","Q96JA3"
"10581","Q8BWW9","PKN2","Q16513"
"10582","G5E897","POGLUT3","Q7Z4H8"
"10583","Q8VEN2","PLET1","Q6UQ28"
"10584","Q9D9W1","PIFO","Q8TCI5"
"10585","Q9CR73","PNRC2","Q9NPJ4"
"10586","Q60866","PTER","Q96BW5"
"10587","P97814","PSTPIP1","O43586"
"10588","P18052","PTPRA","P18433"
"10589","Q8VDM4","PSMD2","Q13200"
"10590","Q8BJZ4","MRPS35","P82673"
"10591","Q8QZV4","STK32C","Q86UX6"
"10592","Q9D198","SYF2","O95926"
"10593","Q9DA15","THEGL","P0DJG4"
"10594","Q3TYG6","TOGARAM2","Q6ZUX3"
"10595","Q6SJ95","TBPL2","Q6SJ96"
"10596","Q9QXN3","TRIP4","Q15650"
"10597","Q8K2Z8","UBE2Q2","Q8WVN8"
"10598","Q9JMI7","TEX101","Q9BY14"
"10599","Q91YD6","VILL","O15195"
"10600","P97751","VIPR1","P32241"
"10601","Q8C8N3","VWC2","Q2TAL6"
"10602","Q6PDS0","VSTM2L","Q96N03"
"10603","P29788","VTN","P04004"
"10604","Q9ESJ0","XPO4","Q9C0E2"
"10605","P22724","WNT4","P56705"
